영화,내 별점(y),평균별점,이동진 별점,평가자수,보고싶어요수,코멘트수,감독,배우,등급,장르,국가,상영시간,년도,별점분포,이동진 코멘트
조폭 마누라,1.0,2.62852,,"132,009",302,438,조진규,"[신은경, 박상면, 안재모]",15세 관람가,코미디,한국,105.0,2001.0,"{""1"":3263,""2"":16085,""3"":3825,""4"":28574,""5"":8455,""6"":42357,""7"":7748,""8"":16999,""9"":759,""10"":3944}",
살인의 추억,5.0,4.10949,,"444,483","18,595","2,685",봉준호,"[송강호, 김상경, 박해일]",15세 관람가,스릴러,한국,132.0,2003.0,"{""1"":868,""2"":4636,""3"":964,""4"":10068,""5"":4010,""6"":54166,""7"":27600,""8"":159996,""9"":40152,""10"":142023}",
반지의 제왕 3 - 왕의 귀환,5.0,4.15534,5.0,"414,806","4,671","1,714",피터 잭슨,"[일라이저 우드, 비고 모텐슨, 이안 맥켈런]",12세 관람가,판타지,"뉴질랜드, 미국",199.0,2003.0,"{""1"":1151,""2"":6570,""3"":1126,""4"":12171,""5"":3971,""6"":51167,""7"":20815,""8"":120551,""9"":28800,""10"":168484}",덕분에 지난 3년간 행복했습니다.
쉬리,3.0,3.72624,,"229,310","8,182",666,강제규,"[한석규, 최민식, 송강호]",15세 관람가,액션,한국,115.0,1998.0,"{""1"":499,""2"":2942,""3"":807,""4"":9780,""5"":4044,""6"":52934,""7"":22697,""8"":91123,""9"":9642,""10"":34842}",
친구,3.0,3.81506,,"363,653","6,959",901,곽경택,"[유오성, 장동건, 기주봉]",청소년 관람불가,범죄,한국,115.0,2001.0,"{""1"":1587,""2"":7865,""3"":2067,""4"":19400,""5"":7182,""6"":71911,""7"":26033,""8"":118161,""9"":16011,""10"":93436}",
실미도,4.0,3.69916,,"435,435","4,271",864,강우석,"[설경구, 안성기, 정재영]",15세 관람가,액션,한국,135.0,2003.0,"{""1"":1882,""2"":9172,""3"":2505,""4"":24094,""5"":10003,""6"":98040,""7"":38245,""8"":152691,""9"":18338,""10"":80465}",
태극기 휘날리며,4.0,3.88916,,"558,934","3,872","1,311",강제규,"[장동건, 원빈, 이은주]",15세 관람가,전쟁,한국,145.0,2003.0,"{""1"":1614,""2"":8362,""3"":2352,""4"":24051,""5"":9718,""6"":102782,""7"":42770,""8"":190456,""9"":30803,""10"":146026}",
아저씨,4.0,3.95571,,"669,838","7,091","2,726",이정범,"[원빈, 김새론, 김태훈]",청소년 관람불가,액션,한국,119.0,2010.0,"{""1"":1652,""2"":7033,""3"":2963,""4"":22685,""5"":14076,""6"":113359,""7"":57574,""8"":219030,""9"":37375,""10"":194091}",
다크 나이트 라이즈,5.0,4.18383,4.0,"493,184","11,337","2,910",크리스토퍼 놀란,"[하인스 워드, 크리스찬 베일, 톰 하디]",15세 관람가,판타지,"미국, 영국",164.0,2012.0,"{""1"":1043,""2"":4830,""3"":1206,""4"":10951,""5"":5295,""6"":53846,""7"":30629,""8"":153405,""9"":42509,""10"":189470}",장중하고 우아한 마무리.
웰컴 투 동막골,5.0,3.66893,,"519,040","4,429","1,184",박광현,"[강혜정, 신하균, 정재영]",12세 관람가,코미디,한국,133.0,2005.0,"{""1"":1458,""2"":6782,""3"":2482,""4"":25300,""5"":12546,""6"":128133,""7"":55778,""8"":190700,""9"":21427,""10"":74434}",
늑대소년,4.0,3.45183,,"546,333","3,546","2,304",조성희,"[송중기, 박보영, 장영남]",15세 관람가,로맨스/멜로,한국,125.0,2012.0,"{""1"":5893,""2"":20398,""3"":7585,""4"":48253,""5"":24478,""6"":137341,""7"":50865,""8"":145619,""9"":17069,""10"":88832}",
"좋은 놈, 나쁜 놈, 이상한 놈",3.0,3.46538,,"453,633","5,196","1,493",김지운,"[송강호, 정우성, 이병헌]",15세 관람가,액션,한국,139.0,2008.0,"{""1"":2135,""2"":10281,""3"":3790,""4"":35486,""5"":17071,""6"":131004,""7"":50570,""8"":138293,""9"":13536,""10"":51467}",
어벤져스,3.0,4.05681,4.0,"607,601","7,704","2,974",조스 웨던,"[로버트 다우니 주니어, 크리스 헴스워스, 스칼렛 요한슨]",12세 관람가,판타지,미국,142.0,2012.0,"{""1"":1705,""2"":8082,""3"":2293,""4"":19732,""5"":9164,""6"":82626,""7"":45081,""8"":188921,""9"":42617,""10"":207380}",무엇보다 탁월한 캐릭터 코미디.
베를린,2.0,3.48324,4.0,"399,672","10,419","2,330",류승완,"[하정우, 전지현, 한석규]",15세 관람가,액션,한국,120.0,2012.0,"{""1"":1876,""2"":7858,""3"":3822,""4"":28382,""5"":17232,""6"":108951,""7"":51469,""8"":122862,""9"":13327,""10"":43894}",한국 액션영화의 새로운 이정표.
써니,2.0,3.95354,,"735,037","4,765","2,250",강형철,"[강승연, 김창후, 손혜선]",15세 관람가,코미디,한국,124.0,2011.0,"{""1"":1735,""2"":7206,""3"":2773,""4"":22228,""5"":13479,""6"":119382,""7"":66864,""8"":261018,""9"":44691,""10"":195661}",
트랜스포머: 패자의 역습,3.0,3.68044,2.0,"434,611","1,387","1,165",마이클 베이,"[휴고 위빙, 피터 쿨렌, 안소니 앤더슨]",12세 관람가,SF,미국,149.0,2009.0,"{""1"":3132,""2"":11588,""3"":4465,""4"":29448,""5"":14440,""6"":94312,""7"":34273,""8"":126691,""9"":12822,""10"":103440}",과유불급(過猶不及).
국가대표,4.0,3.75914,,"599,345","2,388","1,514",김용화,"[하정우, 성동일, 김지석]",12세 관람가,코미디,한국,137.0,2009.0,"{""1"":1929,""2"":7782,""3"":3394,""4"":26555,""5"":16476,""6"":130039,""7"":60025,""8"":207444,""9"":27647,""10"":118054}",
해운대,2.0,3.29134,,"606,497","1,441","1,859",윤제균,"[설경구, 엄정화, 박중훈]",12세 관람가,드라마,한국,120.0,2009.0,"{""1"":9289,""2"":28242,""3"":10270,""4"":65440,""5"":29755,""6"":168067,""7"":52145,""8"":152374,""9"":15737,""10"":75178}",
괴물,4.0,3.82494,,"679,028","1,920","2,507",봉준호,"[오달수, 송강호, 변희봉]",15세 관람가,스릴러,한국,119.0,2006.0,"{""1"":1789,""2"":8421,""3"":2822,""4"":28120,""5"":12377,""6"":132704,""7"":61250,""8"":250987,""9"":45887,""10"":134671}",
과속스캔들,4.0,3.73748,,"657,743","2,685","1,613",강형철,"[차태현, 박보영, 왕석현]",12세 관람가,코미디,한국,108.0,2008.0,"{""1"":1980,""2"":9107,""3"":3370,""4"":31241,""5"":17053,""6"":147146,""7"":64197,""8"":232534,""9"":27592,""10"":123523}",
왕의 남자,5.0,3.74804,,"576,174","6,457","1,716",이준익,"[감우성, 이준기, 정진영]",15세 관람가,드라마,한국,119.0,2005.0,"{""1"":1773,""2"":8931,""3"":2720,""4"":28756,""5"":11836,""6"":126208,""7"":52473,""8"":205462,""9"":31277,""10"":106738}",
"광해, 왕이 된 남자",4.0,4.02419,,"740,618","8,495","2,878",추창민,"[이병헌, 류승룡, 한효주]",15세 관람가,드라마,한국,131.0,2012.0,"{""1"":1780,""2"":6653,""3"":2773,""4"":19218,""5"":13707,""6"":104992,""7"":64363,""8"":254822,""9"":51875,""10"":220435}",
7번방의 선물,4.0,3.97763,,"718,646","6,212","3,769",이환경,"[류승룡, 갈소원, 박신혜]",15세 관람가,코미디,한국,127.0,2012.0,"{""1"":7418,""2"":16716,""3"":6659,""4"":32781,""5"":18252,""6"":94642,""7"":47612,""8"":183835,""9"":46504,""10"":264227}",
도둑들,4.0,3.76309,,"710,614","4,949","2,893",최동훈,"[김윤석, 김혜수, 이정재]",15세 관람가,액션,한국,135.0,2012.0,"{""1"":2414,""2"":8829,""3"":4207,""4"":31241,""5"":20367,""6"":148730,""7"":76738,""8"":243595,""9"":34423,""10"":140070}",
말죽거리 잔혹사,3.0,3.37415,,"284,807","2,659","1,122",유하,"[권상우, 이정진, 한가인]",15세 관람가,액션,한국,116.0,2004.0,"{""1"":1829,""2"":7344,""3"":3355,""4"":25527,""5"":12887,""6"":85617,""7"":32512,""8"":81038,""9"":7965,""10"":26733}",
포화 속으로,3.0,3.30031,1.5,"295,020","1,733",872,이재한,"[차승원, 권상우, 김승우]",12세 관람가,전쟁,한국,120.0,2010.0,"{""1"":2911,""2"":11753,""3"":4867,""4"":31202,""5"":14956,""6"":86515,""7"":27829,""8"":75137,""9"":6797,""10"":33053}",갓 제대한 학도병들이 만든 영화 같다.
스파이더맨 2,3.0,3.67278,,"331,860","2,607",920,샘 레이미,"[토비 맥과이어, 커스틴 던스트, J.K. 시몬스]",12세 관람가,판타지,미국,126.0,2004.0,"{""1"":830,""2"":4077,""3"":1776,""4"":17108,""5"":8713,""6"":85251,""7"":35702,""8"":111257,""9"":11654,""10"":55492}",
센과 치히로의 행방불명,5.0,4.27281,,"647,024","7,048","3,539",미야자키 하야오,"[최덕희, 김영선, 성선녀]",전체 관람가,애니메이션,일본,126.0,2001.0,"{""1"":866,""2"":3894,""3"":1078,""4"":9284,""5"":4560,""6"":59920,""7"":34269,""8"":207706,""9"":57238,""10"":268209}",
나비 효과,5.0,4.04594,,"298,343","22,950","1,720",에릭 브레스,"[애쉬튼 커쳐, 에이미 스마트, 에릭 스톨츠]",청소년 관람불가,스릴러,미국,113.0,2004.0,"{""1"":664,""2"":3439,""3"":792,""4"":8155,""5"":3622,""6"":40860,""7"":21522,""8"":105567,""9"":24174,""10"":89548}",
셔터 아일랜드,4.0,3.80457,,"219,885","18,106","2,104",마틴 스콜세지,"[레오나르도 디카프리오, 마크 러팔로, 벤 킹슬리]",15세 관람가,스릴러,미국,138.0,2010.0,"{""1"":599,""2"":4282,""3"":829,""4"":10539,""5"":3894,""6"":40458,""7"":20787,""8"":77939,""9"":17404,""10"":43154}",
트루먼 쇼,5.0,4.22021,,"428,668","22,765","3,243",피터 위어,"[짐 캐리, 로라 린니, 노아 엠머리히]",15세 관람가,드라마,미국,102.0,1998.0,"{""1"":695,""2"":3046,""3"":708,""4"":6914,""5"":3291,""6"":41245,""7"":25142,""8"":144162,""9"":46248,""10"":157217}",
이프 온리,3.0,4.03853,,"366,089","21,471","1,733",길 정거,"[제니퍼 러브 휴이트, 폴 니콜스, 루시 대번포트]",15세 관람가,로맨스/멜로,"미국, 영국",96.0,2004.0,"{""1"":906,""2"":4836,""3"":1305,""4"":12228,""5"":5549,""6"":53239,""7"":25338,""8"":116785,""9"":24528,""10"":121375}",
공동경비구역 JSA,5.0,3.89998,,"321,863","13,833","1,301",박찬욱,"[오동진, 은미, 원호섭]",15세 관람가,드라마,한국,110.0,2000.0,"{""1"":694,""2"":3390,""3"":900,""4"":9629,""5"":4234,""6"":55591,""7"":27473,""8"":131500,""9"":21992,""10"":66460}",
본 슈프리머시,4.0,4.1462,,"233,050","11,009","1,049",폴 그린그래스,"[맷 데이먼, 프랑카 포텐테, 브라이언 콕스]",15세 관람가,액션,"미국, 독일",110.0,2004.0,"{""1"":415,""2"":2088,""3"":428,""4"":4293,""5"":2035,""6"":27495,""7"":15706,""8"":82502,""9"":16559,""10"":81529}",
초능력자,2.0,2.85195,,"272,508","2,429","1,194",김민석,"[강동원, 고수, 정은채]",15세 관람가,스릴러,한국,114.0,2010.0,"{""1"":5817,""2"":21666,""3"":8388,""4"":49212,""5"":21128,""6"":83282,""7"":21120,""8"":42724,""9"":3237,""10"":15934}",
블라인드,2.0,3.40819,3.0,"284,610","3,631",785,안상훈,"[김하늘, 유승호, 조희봉]",청소년 관람불가,스릴러,한국,111.0,2011.0,"{""1"":1550,""2"":8508,""3"":2868,""4"":26329,""5"":11249,""6"":84131,""7"":26360,""8"":83611,""9"":7054,""10"":32950}",캐릭터의 약점을 영화의 장점으로 바꾸는 솜씨.
스쿨 오브 락,3.0,3.79351,3.5,"297,396","10,288","1,430",리처드 링클레이터,"[잭 블랙, 조앤 쿠삭, 사라 실버맨]",전체 관람가,코미디,"미국, 독일",108.0,2003.0,"{""1"":840,""2"":4372,""3"":1236,""4"":12211,""5"":5781,""6"":58886,""7"":30984,""8"":110000,""9"":15726,""10"":57360}",한바탕의 신나는 난장을 만들어내는 유희정신.
500일의 썸머,5.0,3.87432,4.5,"290,351","30,515","4,145",마크 웹,"[조셉 고든-레빗, 주이 디샤넬, 클락 그레그]",15세 관람가,로맨틱 코미디,미국,95.0,2009.0,"{""1"":881,""2"":5666,""3"":1279,""4"":12680,""5"":5313,""6"":47612,""7"":27087,""8"":96953,""9"":23477,""10"":69403}",사랑은 꼭 그 사람일 필요가 없는 우연을 반드시 그 사람이어야만 하는 운명으로 바꾸는 것.
쇼생크 탈출,4.0,4.42741,,"458,522","26,688","3,182",프랭크 다라본트,"[팀 로빈스, 모건 프리먼, 밥 건톤]",15세 관람가,드라마,미국,142.0,1994.0,"{""1"":749,""2"":3589,""3"":601,""4"":5289,""5"":2135,""6"":28854,""7"":15286,""8"":119334,""9"":43314,""10"":239371}",
러브 레터,5.0,3.97103,4.5,"226,169","20,212","2,464",이와이 슌지,"[나카야마 미호, 토요카와 에츠시, 카시와바라 타카시]",전체 관람가,로맨스/멜로,일본,117.0,1995.0,"{""1"":560,""2"":4162,""3"":737,""4"":8782,""5"":2818,""6"":36934,""7"":15123,""8"":73481,""9"":15101,""10"":68471}","눈의 잔상과 편지의 이명, 끝내 남아 있는 사랑의 흔적들."
범죄와의 전쟁 : 나쁜놈들 전성시대,4.0,3.99282,,"464,647","15,638","2,243",윤종빈,"[최민식, 하정우, 조진웅]",청소년 관람불가,범죄,한국,133.0,2011.0,"{""1"":1008,""2"":5099,""3"":1419,""4"":13383,""5"":6578,""6"":69027,""7"":37959,""8"":170676,""9"":31844,""10"":127654}",
악마는 프라다를 입는다,4.0,3.83566,,"485,522","12,069","2,109",데이빗 프랭클,"[앤 해서웨이, 메릴 스트립, 스탠리 투치]",12세 관람가,로맨틱 코미디,미국,109.0,2006.0,"{""1"":939,""2"":4630,""3"":1584,""4"":16019,""5"":9278,""6"":97439,""7"":51499,""8"":179984,""9"":26902,""10"":97248}",
이끼,3.0,3.28881,3.5,"274,059","5,396",967,강우석,"[정재영, 박해일, 유해진]",청소년 관람불가,스릴러,한국,163.0,2010.0,"{""1"":1916,""2"":9614,""3"":3245,""4"":30131,""5"":12825,""6"":85827,""7"":27166,""8"":72477,""9"":6469,""10"":24389}",158분을 달리고도 소진되지 않는 에너지.
리얼 스틸,1.0,3.69244,,"315,856","5,589","1,423",숀 레비,"[휴 잭맨, 에반젤린 릴리, 다코타 고요]",12세 관람가,SF,미국,127.0,2011.0,"{""1"":1088,""2"":5026,""3"":1966,""4"":17349,""5"":9465,""6"":71885,""7"":33556,""8"":104337,""9"":14244,""10"":56940}",
레옹,4.0,4.29233,,"384,705","31,362","4,414",뤽 베송,"[장 르노, 나탈리 포트만, 게리 올드만]",청소년 관람불가,범죄,"프랑스, 미국",133.0,1994.0,"{""1"":533,""2"":2792,""3"":614,""4"":5691,""5"":2673,""6"":33805,""7"":19824,""8"":114507,""9"":41942,""10"":162324}",
내가 살인범이다,2.0,3.53845,,"309,470","8,553","1,353",정병길,"[정재영, 박시후, 정해균]",청소년 관람불가,스릴러,한국,119.0,2012.0,"{""1"":2153,""2"":8194,""3"":3498,""4"":22331,""5"":12583,""6"":74889,""7"":32122,""8"":95499,""9"":11681,""10"":46520}",
말아톤,4.0,3.60102,,"375,039","2,092",799,정윤철,"[조승우, 김미숙, 안내상]",전체 관람가,드라마,한국,115.0,2005.0,"{""1"":1174,""2"":5835,""3"":2050,""4"":20412,""5"":10014,""6"":100190,""7"":44313,""8"":128117,""9"":15177,""10"":47757}",
클래식,5.0,3.85321,,"314,513","15,380","1,829",곽재용,"[손예진, 조승우, 조인성]",12세 관람가,로맨스/멜로,한국,132.0,2003.0,"{""1"":970,""2"":5735,""3"":1401,""4"":13933,""5"":5904,""6"":60021,""7"":25697,""8"":104168,""9"":18274,""10"":78410}",
아이언맨 3,4.0,4.10486,,"564,090","7,039","2,794",세인 블랙,"[로버트 다우니 주니어, 기네스 팰트로우, 가이 피어스]",12세 관람가,SF,"미국, 중국",129.0,2013.0,"{""1"":1198,""2"":4521,""3"":1666,""4"":12696,""5"":8740,""6"":73291,""7"":46867,""8"":180392,""9"":37416,""10"":197303}",
어린 신부,3.0,2.97457,,"341,757",782,757,김호준,"[김래원, 문근영, 김인문]",12세 관람가,로맨틱 코미디,한국,115.0,2004.0,"{""1"":4791,""2"":21333,""3"":7747,""4"":54695,""5"":21986,""6"":116168,""7"":26642,""8"":65017,""9"":3589,""10"":19789}",
내 아내의 모든 것,4.0,3.65453,,"461,916","8,540","1,931",민규동,"[임수정, 이선균, 류승룡]",15세 관람가,로맨틱 코미디,한국,121.0,2012.0,"{""1"":1717,""2"":7827,""3"":3095,""4"":25019,""5"":14038,""6"":107155,""7"":51010,""8"":161720,""9"":18351,""10"":71984}",
